A,B,C,D,E,F,G,H,I,J,K,L
 Private,221196,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 Self-emp-inc,113544,14, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,No
 Local-gov,321117,9, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,Yes
 Private,79619,13, Married-civ-spouse, Sales, Husband, Male,0,0,42, United-States,No
 ?,42004,10, Never-married, ?, Own-child, Male,0,0,30, United-States,Yes
 Private,135289,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,45, United-States,Yes
 Self-emp-inc,320984,10, Married-civ-spouse, Sales, Husband, Male,5178,0,60, United-States,No
 Private,203070,10, Separated, Adm-clerical, Own-child, Male,0,0,62, United-States,Yes
 Private,32406,10, Divorced, Craft-repair, Unmarried, Female,0,0,20, United-States,Yes
 Private,99185,16, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,45, United-States,No
 Private,205839,10, Never-married, Other-service, Own-child, Male,0,0,16, United-States,Yes
 ?,150389,13, Widowed, ?, Not-in-family, Female,0,0,40, United-States,No
 Self-emp-not-inc,243631,10, Married-civ-spouse, Craft-repair, Husband, Male,7688,0,40, United-States,No
 ?,163003,9, Divorced, ?, Not-in-family, Female,0,0,41, China,Yes
 Private,231263,13, Divorced, Exec-managerial, Not-in-family, Male,4650,0,45, United-States,Yes
 Private,200818,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,No
 Self-emp-not-inc,247379,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,No
 Private,349151,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 Private,22154,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 Private,176317,9, Widowed, Adm-clerical, Own-child, Female,0,0,40, United-States,Yes
 Private,22245,14, Married-civ-spouse, Transport-moving, Husband, Male,0,0,72, ?,No
 Private,236436,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 Private,354078,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States,No
 Self-emp-not-inc,166813,10, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,60, United-States,Yes
 Private,358740,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, England,Yes
 Self-emp-not-inc,208426,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,35, United-States,Yes
 Private,265266,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,40, United-States,No
 Federal-gov,31838,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,Yes
 Private,175034,13, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 Private,413297,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,Yes
 Private,106347,7, Separated, Other-service, Not-in-family, Female,0,0,42, United-States,Yes
 Private,174754,10, Never-married, Sales, Not-in-family, Female,0,0,30, United-States,Yes
 Private,441454,9, Never-married, Sales, Not-in-family, Female,0,0,24, United-States,Yes
 Self-emp-not-inc,209344,9, Married-civ-spouse, Sales, Other-relative, Female,0,0,40, Cuba,Yes
 Private,185732,9, Never-married, Other-service, Own-child, Female,0,0,30, United-States,Yes
 Private,65372,10, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,Yes
 Private,33975,14, Never-married, Prof-specialty, Not-in-family, Male,0,0,45, United-States,No
 Private,326297,9, Separated, Adm-clerical, Not-in-family, Female,0,0,25, United-States,Yes
 State-gov,194630,9, Widowed, Exec-managerial, Not-in-family, Female,0,0,40, United-States,Yes
 Self-emp-not-inc,167414,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,59, United-States,No
 Local-gov,165799,10, Never-married, Other-service, Not-in-family, Male,0,0,12, United-States,Yes
 Private,192866,10, Widowed, Other-service, Not-in-family, Female,0,0,20, United-States,Yes
 Self-emp-inc,166459,15, Married-civ-spouse, Prof-specialty, Husband, Male,99999,0,60, United-States,No
 Private,148995,9, Divorced, Adm-clerical, Not-in-family, Male,0,0,40, United-States,Yes
 Private,190040,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,Yes
 Private,209432,9, Never-married, Handlers-cleaners, Own-child, Female,0,0,40, United-States,Yes
 Self-emp-inc,229465,14, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,50, United-States,No
 Self-emp-not-inc,397466,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,Yes
 Private,283767,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, ?,Yes
 Federal-gov,202452,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,43, United-States,Yes
 Self-emp-not-inc,218555,10, Never-married, Transport-moving, Not-in-family, Male,0,1762,40, United-States,Yes
 Private,128604,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 Private,65466,13, Never-married, Adm-clerical, Not-in-family, Female,0,0,50, United-States,Yes
 Private,141326,9, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,No
 Federal-gov,369468,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,No
 State-gov,136137,10, Separated, Adm-clerical, Not-in-family, Male,0,0,40, United-States,Yes
 Private,236770,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 Private,89534,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,48, United-States,No
 ?,195779,11, Widowed, ?, Not-in-family, Female,0,0,1, United-States,Yes
 Private,29778,9, Widowed, Other-service, Not-in-family, Female,0,0,37, United-States,Yes
 Self-emp-inc,153516,10, Never-married, Craft-repair, Own-child, Male,0,0,35, United-States,Yes
 Private,163594,9, Never-married, Sales, Not-in-family, Female,0,0,45, United-States,Yes
 Private,189623,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,1887,40, United-States,No
 Self-emp-not-inc,343748,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,35, United-States,Yes
 Private,387430,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,37, United-States,Yes
 Local-gov,409505,13, Divorced, Protective-serv, Not-in-family, Male,0,0,40, United-States,Yes
 Private,200734,13, Never-married, Exec-managerial, Unmarried, Female,0,0,45, United-States,Yes
 Private,115831,10, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,Yes
 Private,150296,12, Never-married, Other-service, Not-in-family, Female,0,0,80, United-States,Yes
 Private,323545,9, Never-married, Tech-support, Not-in-family, Female,0,0,40, United-States,Yes
 Private,232577,10, Never-married, Other-service, Unmarried, Female,0,0,40, United-States,Yes
 Local-gov,152754,13, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,No
 Private,129007,13, Married-civ-spouse, Sales, Husband, Male,0,1977,40, United-States,No
 Private,171584,13, Married-civ-spouse, Protective-serv, Husband, Male,6514,0,7, United-States,No
 Private,386136,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,35, United-States,Yes
 Private,342865,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,Yes
 Private,186785,9, Never-married, Sales, Not-in-family, Male,0,1876,50, United-States,Yes
 Federal-gov,158926,12, Divorced, Prof-specialty, Unmarried, Female,0,0,40, Philippines,No
 ?,36039,9, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,No
 Private,164019,10, Never-married, Farming-fishing, Own-child, Male,0,0,10, United-States,Yes
 Private,88926,9, Married-civ-spouse, Adm-clerical, Wife, Female,5178,0,40, United-States,No
 Private,188861,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,370119,13, Married-civ-spouse, Sales, Husband, Male,15024,0,50, United-States,No
 Private,182062,6, Married-civ-spouse, Other-service, Husband, Male,0,0,40, United-States,Yes
 Private,37238,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,45, United-States,Yes
 Private,421132,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 ?,178660,8, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,795830,2, Widowed, Other-service, Unmarried, Female,0,0,30, El-Salvador,Yes
 Private,278403,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,65, United-States,Yes
 Private,279661,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,35, United-States,Yes
 Private,113397,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,Yes
 Private,280093,3, Married-civ-spouse, Craft-repair, Husband, Male,0,1628,50, United-States,Yes
 Private,236696,10, Never-married, Other-service, Not-in-family, Male,0,0,57, United-States,Yes
 Private,265266,12, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,Yes
 Local-gov,34935,10, Never-married, Other-service, Own-child, Male,0,0,40, United-States,Yes
 Private,58222,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 Federal-gov,301010,10, Never-married, Armed-Forces, Not-in-family, Male,0,0,60, United-States,Yes
 Private,419721,9, Never-married, Other-service, Unmarried, Female,0,0,40, Japan,Yes
 Self-emp-inc,186791,10, Married-civ-spouse, Transport-moving, Wife, Female,0,0,40, United-States,No
 Self-emp-not-inc,180686,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,Yes
 Private,209103,11, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,48, United-States,Yes
 Private,32668,13, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,43, United-States,No
 Private,256956,11, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,Yes
 Private,202203,3, Never-married, Adm-clerical, Own-child, Female,0,0,40, Mexico,Yes
 Private,85995,9, Married-civ-spouse, Sales, Husband, Male,0,0,45, United-States,Yes
 Private,125421,9, Married-civ-spouse, Craft-repair, Wife, Female,0,0,40, United-States,No
 Federal-gov,283037,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,Yes
 Private,192932,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,Yes
 ?,244689,10, Never-married, ?, Not-in-family, Female,0,0,25, United-States,Yes
 Private,179646,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,Yes
 Private,509350,10, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,50, Canada,No
 Private,96279,9, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, United-States,Yes
 Private,119098,16, Married-civ-spouse, Prof-specialty, Husband, Male,7298,0,40, United-States,No
 ?,327120,12, Never-married, ?, Not-in-family, Male,0,0,55, United-States,Yes
 State-gov,144928,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,No
 Private,55237,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,45, United-States,No
 Local-gov,101265,9, Widowed, Adm-clerical, Unmarried, Female,1471,0,35, United-States,Yes
 Private,114874,10, Never-married, Adm-clerical, Own-child, Male,0,0,30, United-States,Yes
 Private,190525,9, Never-married, Sales, Not-in-family, Male,0,0,50, United-States,No
 Private,121912,10, Married-civ-spouse, Transport-moving, Husband, Male,0,0,24, United-States,No
 Private,83893,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,No
 ?,138507,6, Never-married, ?, Own-child, Male,0,0,20, United-States,Yes
 Private,256522,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, ?,Yes
 Private,168381,9, Widowed, Other-service, Unmarried, Female,0,0,40, India,No
 Private,293579,9, Never-married, Sales, Own-child, Female,0,0,20, United-States,Yes
 Private,285290,7, Never-married, Other-service, Unmarried, Female,0,0,40, United-States,Yes
 Private,188488,9, Never-married, Machine-op-inspct, Other-relative, Male,0,0,40, United-States,Yes
 Private,324469,10, Never-married, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,Yes
 Private,275244,9, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,35, United-States,Yes
 Private,265099,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States,Yes
 Private,146767,11, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,No
 Private,40681,10, Never-married, Prof-specialty, Not-in-family, Female,3674,0,16, United-States,Yes
 Private,174938,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,Yes
 Private,240124,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,No
 Private,269708,13, Divorced, Tech-support, Own-child, Female,2329,0,16, United-States,Yes
 State-gov,34180,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,Yes
 State-gov,225904,15, Never-married, Prof-specialty, Unmarried, Male,0,0,40, United-States,Yes
 Private,89392,14, Married-spouse-absent, Prof-specialty, Not-in-family, Female,0,0,40, United-States,Yes
 Private,46857,10, Divorced, Adm-clerical, Not-in-family, Male,0,0,40, United-States,Yes
 State-gov,105363,9, Never-married, Adm-clerical, Own-child, Male,0,0,40, United-States,Yes
 Private,195105,9, Never-married, Sales, Not-in-family, Male,0,0,40, United-States,Yes
 Private,184117,13, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,Yes
 Self-emp-inc,134768,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, Germany,No
 ?,145886,7, Never-married, ?, Own-child, Female,0,0,30, United-States,Yes
 Private,153078,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, ?,No
 ?,225652,4, Married-civ-spouse, ?, Husband, Male,3411,0,50, United-States,Yes
 Private,467108,10, Never-married, Prof-specialty, Not-in-family, Male,0,0,50, United-States,No
 Self-emp-inc,199765,13, Married-civ-spouse, Craft-repair, Husband, Male,7688,0,50, United-States,No
 Private,173938,9, Separated, Sales, Own-child, Female,0,0,40, United-States,Yes
 Private,191161,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,Yes
 Private,132606,3, Divorced, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,30073,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,1848,60, United-States,No
 Private,155190,6, Never-married, Craft-repair, Other-relative, Male,0,0,55, United-States,Yes
 Private,42900,13, Never-married, Tech-support, Not-in-family, Male,0,0,37, United-States,Yes
 Private,191161,9, Never-married, Sales, Not-in-family, Male,0,0,50, United-States,Yes
 Private,181820,10, Never-married, Machine-op-inspct, Own-child, Male,0,0,40, United-States,Yes
 Private,105974,9, Never-married, Craft-repair, Not-in-family, Male,0,0,41, United-States,Yes
 Private,146378,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,No
 Private,103440,9, Never-married, Other-service, Not-in-family, Female,0,0,24, United-States,Yes
 Private,203435,10, Divorced, Sales, Unmarried, Female,0,0,40, Italy,Yes
 Federal-gov,168312,11, Never-married, Exec-managerial, Not-in-family, Female,0,0,40, United-States,Yes
 Self-emp-inc,257764,9, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States,Yes
 Private,171301,9, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,40, United-States,Yes
 Federal-gov,225339,10, Widowed, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 Private,152234,9, Married-civ-spouse, Exec-managerial, Husband, Male,99999,0,40, Japan,No
 Private,444554,6, Never-married, Handlers-cleaners, Own-child, Male,0,0,40, United-States,Yes
 Private,403788,12, Never-married, Other-service, Own-child, Male,0,0,40, United-States,Yes
 ?,190997,9, Married-civ-spouse, ?, Husband, Male,0,0,6, United-States,Yes
 Private,221550,14, Never-married, Other-service, Not-in-family, Female,0,0,30, Poland,Yes
 Self-emp-inc,98929,13, Married-civ-spouse, Sales, Husband, Male,0,0,52, United-States,Yes
 Local-gov,169203,11, Never-married, Adm-clerical, Not-in-family, Female,0,0,35, United-States,Yes
 Private,102332,9, Divorced, Sales, Unmarried, Female,0,0,40, United-States,Yes
 Self-emp-not-inc,230684,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,55, United-States,Yes
 Private,449257,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,40, United-States,Yes
 Private,198766,14, Married-civ-spouse, Sales, Husband, Male,20051,0,40, United-States,No
 Private,97429,13, Divorced, Exec-managerial, Unmarried, Female,0,0,40, Canada,Yes
 Private,208999,10, Separated, Adm-clerical, Own-child, Male,0,0,40, United-States,Yes
 Private,37072,13, Never-married, Sales, Not-in-family, Male,0,0,50, United-States,Yes
 Local-gov,163101,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,45, United-States,Yes
 Private,119075,10, Never-married, Handlers-cleaners, Own-child, Male,0,0,50, United-States,Yes
 Self-emp-not-inc,137314,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,Yes
 Private,127303,10, Never-married, Machine-op-inspct, Own-child, Male,0,0,45, United-States,Yes
 Private,349116,9, Never-married, Sales, Not-in-family, Male,0,0,44, United-States,Yes
 Self-emp-not-inc,266324,10, Divorced, Exec-managerial, Other-relative, Male,0,1564,70, Iran,No
 ?,194095,10, Never-married, ?, Own-child, Male,0,0,40, United-States,Yes
 Private,46496,7, Never-married, Other-service, Own-child, Male,0,0,5, United-States,Yes
 Private,29904,13, Never-married, Tech-support, Not-in-family, Female,0,0,40, United-States,Yes
 Local-gov,289403,4, Married-civ-spouse, Craft-repair, Husband, Male,0,1887,40, ?,No
 Private,226922,9, Divorced, Sales, Unmarried, Female,0,1762,30, United-States,Yes
 Federal-gov,234151,9, Never-married, Adm-clerical, Unmarried, Female,0,0,40, United-States,Yes
 Private,238287,6, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,Yes
 Private,230624,6, Never-married, Transport-moving, Unmarried, Male,0,0,40, United-States,No
 Private,398212,9, Married-civ-spouse, Transport-moving, Husband, Male,5013,0,40, United-States,Yes
 Self-emp-not-inc,114758,14, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,Yes
 Private,246519,6, Married-civ-spouse, Handlers-cleaners, Husband, Male,2105,0,45, United-States,Yes
 Private,137815,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,60, United-States,No
 Private,260696,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 Private,325007,12, Married-civ-spouse, Tech-support, Husband, Male,0,0,25, United-States,Yes
 Private,113176,9, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 Private,66815,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,Yes
 ?,51795,9, Divorced, ?, Unmarried, Female,0,0,32, United-States,Yes
 Private,241523,9, Married-civ-spouse, Other-service, Husband, Male,0,0,45, United-States,No
 Private,30226,7, Divorced, Sales, Own-child, Male,0,0,40, United-States,Yes
 Local-gov,352628,12, Married-civ-spouse, Craft-repair, Wife, Female,0,0,50, United-States,No
 Private,143912,9, Divorced, Transport-moving, Not-in-family, Male,0,0,50, United-States,Yes
 Private,130021,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,Yes
 Private,329778,9, Widowed, Other-service, Unmarried, Female,0,0,40, United-States,Yes
 Self-emp-inc,196945,9, Married-civ-spouse, Other-service, Husband, Male,0,0,78, Thailand,Yes
 Private,24342,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,No
 Private,34368,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,No
 Self-emp-not-inc,173839,6, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,60, United-States,Yes
 State-gov,73211,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,20, United-States,Yes
 Private,86723,9, Never-married, Other-service, Not-in-family, Male,0,0,52, United-States,Yes
 Private,179186,13, Married-civ-spouse, Sales, Husband, Male,0,0,90, United-States,No
 Private,127610,13, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,40, United-States,No
 Private,115070,10, Never-married, Adm-clerical, Not-in-family, Female,0,0,40, United-States,Yes
 ?,172582,10, Never-married, ?, Own-child, Male,0,0,50, United-States,Yes
 Private,256202,11, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,Yes
 Private,202872,12, Never-married, Adm-clerical, Own-child, Female,0,0,45, United-States,Yes
 Private,184102,7, Divorced, Other-service, Not-in-family, Male,0,0,40, United-States,Yes
 Federal-gov,130703,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,Yes
 Private,134727,7, Divorced, Machine-op-inspct, Unmarried, Male,0,0,43, Germany,Yes
 Self-emp-inc,36228,13, Married-civ-spouse, Farming-fishing, Husband, Male,4386,0,35, United-States,No
 Private,297847,5, Married-civ-spouse, Other-service, Wife, Female,3411,0,34, United-States,Yes
 Private,213644,9, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,Yes
 Private,173796,9, Married-civ-spouse, Transport-moving, Husband, Male,0,1887,40, United-States,No
 Private,147322,11, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,40, Peru,Yes
 Private,296253,9, Divorced, Exec-managerial, Not-in-family, Female,0,0,40, United-States,Yes
 Private,180871,11, Divorced, Sales, Not-in-family, Male,0,0,50, United-States,No
 ?,169882,10, Never-married, ?, Own-child, Female,594,0,15, United-States,Yes
 State-gov,211115,10, Never-married, Protective-serv, Not-in-family, Male,0,0,40, United-States,Yes
 Self-emp-inc,183870,6, Married-civ-spouse, Transport-moving, Wife, Female,0,0,40, United-States,Yes
 Private,441620,13, Never-married, Other-service, Not-in-family, Male,0,0,43, Mexico,Yes
 Federal-gov,218542,12, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,No
 Self-emp-not-inc,141327,14, Divorced, Prof-specialty, Unmarried, Female,0,0,35, United-States,Yes
 Private,67716,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,No
 Self-emp-inc,175339,9, Married-civ-spouse, Craft-repair, Husband, Male,0,1672,60, United-States,Yes
 ?,347089,9, Married-civ-spouse, ?, Husband, Male,0,0,16, United-States,Yes
 Private,336595,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,No
 Private,27997,11, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,Yes
 Self-emp-not-inc,145574,9, Married-civ-spouse, Other-service, Husband, Male,0,1902,60, United-States,No
 Private,30447,11, Married-civ-spouse, Transport-moving, Husband, Male,0,0,45, United-States,Yes
 Self-emp-not-inc,256866,10, Married-civ-spouse, Sales, Husband, Male,5013,0,40, United-States,Yes
 Self-emp-not-inc,120837,9, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,66, United-States,Yes
 Private,185283,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,45, United-States,No
 Self-emp-inc,229466,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,No
 Private,298225,9, Divorced, Craft-repair, Not-in-family, Male,0,0,50, United-States,Yes
 Private,185749,7, Widowed, Transport-moving, Unmarried, Male,0,0,40, United-States,Yes
 ?,333100,6, Never-married, ?, Own-child, Male,1055,0,30, United-States,Yes
 Self-emp-inc,125892,14, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,No
 Private,563883,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,60, United-States,No
 Private,311249,9, Widowed, Adm-clerical, Unmarried, Female,0,0,38, United-States,Yes
 Private,221757,9, Divorced, Craft-repair, Not-in-family, Male,3325,0,45, United-States,Yes
 Private,310152,10, Never-married, Transport-moving, Not-in-family, Male,0,0,40, United-States,Yes
 ?,211453,9, Widowed, ?, Not-in-family, Female,0,0,2, United-States,Yes
 Self-emp-inc,94113,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States,No
 Self-emp-inc,192945,9, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,40, United-States,No
 Private,161508,6, Never-married, Machine-op-inspct, Not-in-family, Male,0,0,40, United-States,Yes
 Private,177675,10, Never-married, Craft-repair, Not-in-family, Male,0,0,40, United-States,No
 Private,51100,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,No
 Private,100584,6, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,Yes
 Federal-gov,163003,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,Yes
 Private,67728,10, Married-civ-spouse, Craft-repair, Husband, Male,0,2051,45, United-States,Yes
 Private,101320,14, Divorced, Exec-managerial, Not-in-family, Female,0,0,75, United-States,Yes
 Private,42706,11, Never-married, Protective-serv, Not-in-family, Male,0,0,60, United-States,Yes
 Private,228535,12, Married-civ-spouse, Prof-specialty, Husband, Male,7298,0,36, United-States,No
 Private,120939,15, Married-civ-spouse, Transport-moving, Husband, Male,0,0,5, United-States,No
 Private,98283,13, Never-married, Prof-specialty, Own-child, Male,0,0,40, United-States,Yes
 Local-gov,216481,13, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,Yes
 State-gov,208869,14, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,11, United-States,Yes
 Private,207940,10, Never-married, Handlers-cleaners, Own-child, Female,0,0,36, United-States,Yes
 Private,34248,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,38, United-States,Yes
 Private,83727,9, Divorced, Other-service, Unmarried, Female,0,0,48, United-States,Yes
 Private,183077,11, Never-married, Adm-clerical, Own-child, Female,0,0,40, United-States,Yes
 Private,197850,7, Never-married, Adm-clerical, Own-child, Female,0,0,24, United-States,Yes
 Self-emp-not-inc,235271,10, Never-married, Other-service, Not-in-family, Male,0,0,35, United-States,Yes
 Self-emp-not-inc,35236,9, Married-spouse-absent, Craft-repair, Not-in-family, Male,0,0,40, United-States,Yes
 Private,255822,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,No
 Self-emp-inc,263925,9, Married-civ-spouse, Sales, Husband, Male,99999,0,40, United-States,No
 Private,256263,9, Never-married, Craft-repair, Not-in-family, Male,0,0,25, United-States,Yes
 Local-gov,293535,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,No
 Private,209448,6, Married-civ-spouse, Farming-fishing, Husband, Male,2105,0,40, Mexico,Yes
 Private,57651,9, Never-married, Adm-clerical, Unmarried, Male,0,2001,42, United-States,Yes
 Private,174592,9, Never-married, Other-service, Own-child, Female,0,0,25, United-States,Yes
 Federal-gov,278763,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,Yes
 Private,175232,14, Divorced, Exec-managerial, Unmarried, Male,0,0,60, United-States,No
 Private,402812,10, Married-civ-spouse, Sales, Husband, Male,0,0,48, United-States,Yes
 Private,101150,9, Divorced, Exec-managerial, Not-in-family, Female,0,0,41, United-States,Yes
 Private,103538,9, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,40, United-States,No
 State-gov,156877,9, Married-civ-spouse, Adm-clerical, Husband, Male,15024,0,35, United-States,No
 Private,23940,9, Never-married, Handlers-cleaners, Other-relative, Male,0,0,40, United-States,Yes
 Self-emp-inc,210295,7, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,No
 Private,80058,7, Divorced, Sales, Not-in-family, Male,0,0,43, United-States,No
 Private,187119,13, Divorced, Sales, Not-in-family, Female,0,1980,65, United-States,Yes
 Self-emp-not-inc,105021,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,55, United-States,No
 Private,225775,10, Never-married, Adm-clerical, Not-in-family, Male,0,0,40, United-States,Yes
